txName: T2ttC
constraint: 2.23*([[['b','jet','jet']],[['b','jet','jet']]])
[[[8.500000E+02*GeV,7.976000E+02*GeV],[8.500000E+02*GeV,7.976000E+02*GeV]],1.045500E-01*pb],
[[[8.500000E+02*GeV,7.926670E+02*GeV],[8.500000E+02*GeV,7.926670E+02*GeV]],1.080700E-01*pb],
[[[8.500000E+02*GeV,7.877330E+02*GeV],[8.500000E+02*GeV,7.877330E+02*GeV]],1.127900E-01*pb],
[[[8.500000E+02*GeV,7.828000E+02*GeV],[8.500000E+02*GeV,7.828000E+02*GeV]],1.132600E-01*pb],
[[[8.500000E+02*GeV,7.778670E+02*GeV],[8.500000E+02*GeV,7.778670E+02*GeV]],1.144400E-01*pb],
[[[8.500000E+02*GeV,7.729330E+02*GeV],[8.500000E+02*GeV,7.729330E+02*GeV]],1.302200E-01*pb],
[[[8.625000E+02*GeV,8.625000E+02*GeV],[8.625000E+02*GeV,8.625000E+02*GeV]],1.098000E-01*pb],
[[[8.625000E+02*GeV,8.495670E+02*GeV],[8.625000E+02*GeV,8.495670E+02*GeV]],1.098000E-01*pb],
[[[8.625000E+02*GeV,8.446330E+02*GeV],[8.625000E+02*GeV,8.446330E+02*GeV]],1.090200E-01*pb],
[[[8.625000E+02*GeV,8.397000E+02*GeV],[8.625000E+02*GeV,8.397000E+02*GeV]],1.103200E-01*pb],
[[[8.625000E+02*GeV,8.347670E+02*GeV],[8.625000E+02*GeV,8.347670E+02*GeV]],1.067900E-01*pb],
[[[8.625000E+02*GeV,8.298330E+02*GeV],[8.625000E+02*GeV,8.298330E+02*GeV]],1.001500E-01*pb],
[[[8.625000E+02*GeV,8.249000E+02*GeV],[8.625000E+02*GeV,8.249000E+02*GeV]],1.023700E-01*pb],
[[[8.625000E+02*GeV,8.199670E+02*GeV],[8.625000E+02*GeV,8.199670E+02*GeV]],1.042900E-01*pb],
[[[8.625000E+02*GeV,8.150330E+02*GeV],[8.625000E+02*GeV,8.150330E+02*GeV]],1.040700E-01*pb],
[[[8.625000E+02*GeV,8.101000E+02*GeV],[8.625000E+02*GeV,8.101000E+02*GeV]],1.044000E-01*pb],
[[[8.625000E+02*GeV,8.051670E+02*GeV],[8.625000E+02*GeV,8.051670E+02*GeV]],1.079400E-01*pb],
[[[8.625000E+02*GeV,8.002330E+02*GeV],[8.625000E+02*GeV,8.002330E+02*GeV]],1.110300E-01*pb],
[[[8.625000E+02*GeV,7.953000E+02*GeV],[8.625000E+02*GeV,7.953000E+02*GeV]],1.113500E-01*pb],
[[[8.625000E+02*GeV,7.903670E+02*GeV],[8.625000E+02*GeV,7.903670E+02*GeV]],1.119200E-01*pb],
[[[8.625000E+02*GeV,7.854330E+02*GeV],[8.625000E+02*GeV,7.854330E+02*GeV]],1.276200E-01*pb]]
expectedUpperLimits: [[[[3.250000E+02*GeV,3.250000E+02*GeV],[3.250000E+02*GeV,3.250000E+02*GeV]],3.028000E-01*pb],
[[[3.250000E+02*GeV,3.120670E+02*GeV],[3.250000E+02*GeV,3.120670E+02*GeV]],3.028000E-01*pb],
[[[3.250000E+02*GeV,3.071330E+02*GeV],[3.250000E+02*GeV,3.071330E+02*GeV]],2.996400E-01*pb],
[[[3.250000E+02*GeV,3.022000E+02*GeV],[3.250000E+02*GeV,3.022000E+02*GeV]],2.993600E-01*pb],
[[[3.250000E+02*GeV,2.972670E+02*GeV],[3.250000E+02*GeV,2.972670E+02*GeV]],3.151900E-01*pb],
[[[3.250000E+02*GeV,2.923330E+02*GeV],[3.250000E+02*GeV,2.923330E+02*GeV]],3.354600E-01*pb],
[[[3.250000E+02*GeV,2.874000E+02*GeV],[3.250000E+02*GeV,2.874000E+02*GeV]],3.576100E-01*pb],
[[[3.250000E+02*GeV,2.824670E+02*GeV],[3.250000E+02*GeV,2.824670E+02*GeV]],3.882900E-01*pb],
[[[3.250000E+02*GeV,2.775330E+02*GeV],[3.250000E+02*GeV,2.775330E+02*GeV]],4.262700E-01*pb],
[[[3.250000E+02*GeV,2.726000E+02*GeV],[3.250000E+02*GeV,2.726000E+02*GeV]],4.633400E-01*pb],
[[[3.250000E+02*GeV,2.676670E+02*GeV],[3.250000E+02*GeV,2.676670E+02*GeV]],5.028600E-01*pb],
[[[3.250000E+02*GeV,2.627330E+02*GeV],[3.250000E+02*GeV,2.627330E+02*GeV]],5.543000E-01*pb],
[[[3.250000E+02*GeV,2.578000E+02*GeV],[3.250000E+02*GeV,2.578000E+02*GeV]],6.237500E-01*pb],
[[[3.250000E+02*GeV,2.528670E+02*GeV],[3.250000E+02*GeV,2.528670E+02*GeV]],6.956000E-01*pb],
[[[3.250000E+02*GeV,2.479330E+02*GeV],[3.250000E+02*GeV,2.479330E+02*GeV]],7.832800E-01*pb],
[[[3.375000E+02*GeV,3.375000E+02*GeV],[3.375000E+02*GeV,3.375000E+02*GeV]],2.926800E-01*pb],
[[[3.375000E+02*GeV,3.245670E+02*GeV],[3.375000E+02*GeV,3.245670E+02*GeV]],2.926800E-01*pb],
[[[3.375000E+02*GeV,3.196330E+02*GeV],[3.375000E+02*GeV,3.196330E+02*GeV]],2.895100E-01*pb],
[[[3.375000E+02*GeV,3.147000E+02*GeV],[3.375000E+02*GeV,3.147000E+02*GeV]],2.858900E-01*pb],
[[[3.375000E+02*GeV,3.097670E+02*GeV],[3.375000E+02*GeV,3.097670E+02*GeV]],2.975800E-01*pb],
[[[3.375000E+02*GeV,3.048330E+02*GeV],[3.375000E+02*GeV,3.048330E+02*GeV]],3.136600E-01*pb],
[[[3.375000E+02*GeV,2.999000E+02*GeV],[3.375000E+02*GeV,2.999000E+02*GeV]],3.358200E-01*pb],
[[[3.375000E+02*GeV,2.949670E+02*GeV],[3.375000E+02*GeV,2.949670E+02*GeV]],3.586600E-01*pb],
[[[3.375000E+02*GeV,2.900330E+02*GeV],[3.375000E+02*GeV,2.900330E+02*GeV]],3.894900E-01*pb],
[[[3.375000E+02*GeV,2.851000E+02*GeV],[3.375000E+02*GeV,2.851000E+02*GeV]],4.274700E-01*pb],
[[[3.375000E+02*GeV,2.801670E+02*GeV],[3.375000E+02*GeV,2.801670E+02*GeV]],4.670200E-01*pb],
[[[3.375000E+02*GeV,2.752330E+02*GeV],[3.375000E+02*GeV,2.752330E+02*GeV]],5.035600E-01*pb],
[[[3.375000E+02*GeV,2.703000E+02*GeV],[3.375000E+02*GeV,2.703000E+02*GeV]],5.575200E-01*pb],
[[[3.375000E+02*GeV,2.653670E+02*GeV],[3.375000E+02*GeV,2.653670E+02*GeV]],6.271500E-01*pb],
[[[3.375000E+02*GeV,2.604330E+02*GeV],[3.375000E+02*GeV,2.604330E+02*GeV]],7.144900E-01*pb],
[[[3.500000E+02*GeV,3.500000E+02*GeV],[3.500000E+02*GeV,3.500000E+02*GeV]],2.819400E-01*pb],
[[[3.500000E+02*GeV,3.370670E+02*GeV],[3.500000E+02*GeV,3.370670E+02*GeV]],2.819400E-01*pb],
[[[3.500000E+02*GeV,3.321330E+02*GeV],[3.500000E+02*GeV,3.321330E+02*GeV]],2.775000E-01*pb],
[[[3.500000E+02*GeV,3.272000E+02*GeV],[3.500000E+02*GeV,3.272000E+02*GeV]],2.729600E-01*pb],
[[[3.500000E+02*GeV,3.222670E+02*GeV],[3.500000E+02*GeV,3.222670E+02*GeV]],2.793600E-01*pb],
[[[3.500000E+02*GeV,3.173330E+02*GeV],[3.500000E+02*GeV,3.173330E+02*GeV]],2.911800E-01*pb],
[[[3.500000E+02*GeV,3.124000E+02*GeV],[3.500000E+02*GeV,3.124000E+02*GeV]],3.140400E-01*pb],
[[[3.500000E+02*GeV,3.074670E+02*GeV],[3.500000E+02*GeV,3.074670E+02*GeV]],3.375200E-01*pb],
[[[3.500000E+02*GeV,3.025330E+02*GeV],[3.500000E+02*GeV,3.025330E+02*GeV]],3.609900E-01*pb],
[[[3.500000E+02*GeV,2.976000E+02*GeV],[3.500000E+02*GeV,2.976000E+02*GeV]],3.916300E-01*pb],
[[[3.500000E+02*GeV,2.926670E+02*GeV],[3.500000E+02*GeV,2.926670E+02*GeV]],4.280600E-01*pb],
[[[3.500000E+02*GeV,2.877330E+02*GeV],[3.500000E+02*GeV,2.877330E+02*GeV]],4.611400E-01*pb],
[[[3.500000E+02*GeV,2.828000E+02*GeV],[3.500000E+02*GeV,2.828000E+02*GeV]],5.024100E-01*pb],
[[[3.500000E+02*GeV,2.778670E+02*GeV],[3.500000E+02*GeV,2.778670E+02*GeV]],5.563300E-01*pb],
[[[3.500000E+02*GeV,2.729330E+02*GeV],[3.500000E+02*GeV,2.729330E+02*GeV]],6.323000E-01*pb],
[[[3.625000E+02*GeV,3.625000E+02*GeV],[3.625000E+02*GeV,3.625000E+02*GeV]],2.708300E-01*pb],
[[[3.625000E+02*GeV,3.495670E+02*GeV],[3.625000E+02*GeV,3.495670E+02*GeV]],2.708300E-01*pb],
[[[3.625000E+02*GeV,3.446330E+02*GeV],[3.625000E+02*GeV,3.446330E+02*GeV]],2.646600E-01*pb],
[[[3.625000E+02*GeV,3.397000E+02*GeV],[3.625000E+02*GeV,3.397000E+02*GeV]],2.601800E-01*pb],
[[[3.625000E+02*GeV,3.347670E+02*GeV],[3.625000E+02*GeV,3.347670E+02*GeV]],2.670100E-01*pb],
[[[3.625000E+02*GeV,3.298330E+02*GeV],[3.625000E+02*GeV,3.298330E+02*GeV]],2.741000E-01*pb],
[[[3.625000E+02*GeV,3.249000E+02*GeV],[3.625000E+02*GeV,3.249000E+02*GeV]],2.975800E-01*pb],
[[[3.625000E+02*GeV,3.199670E+02*GeV],[3.625000E+02*GeV,3.199670E+02*GeV]],3.143100E-01*pb],
[[[3.625000E+02*GeV,3.150330E+02*GeV],[3.625000E+02*GeV,3.150330E+02*GeV]],3.349400E-01*pb],
[[[3.625000E+02*GeV,3.101000E+02*GeV],[3.625000E+02*GeV,3.101000E+02*GeV]],3.584100E-01*pb],
[[[3.625000E+02*GeV,3.051670E+02*GeV],[3.625000E+02*GeV,3.051670E+02*GeV]],3.902900E-01*pb],
[[[3.625000E+02*GeV,3.002330E+02*GeV],[3.625000E+02*GeV,3.002330E+02*GeV]],4.233700E-01*pb],
[[[3.625000E+02*GeV,2.953000E+02*GeV],[3.625000E+02*GeV,2.953000E+02*GeV]],4.637200E-01*pb],
[[[3.625000E+02*GeV,2.903670E+02*GeV],[3.625000E+02*GeV,2.903670E+02*GeV]],5.053400E-01*pb],
[[[3.625000E+02*GeV,2.854330E+02*GeV],[3.625000E+02*GeV,2.854330E+02*GeV]],5.658600E-01*pb],
[[[3.750000E+02*GeV,3.750000E+02*GeV],[3.750000E+02*GeV,3.750000E+02*GeV]],2.601500E-01*pb],
[[[3.750000E+02*GeV,3.620670E+02*GeV],[3.750000E+02*GeV,3.620670E+02*GeV]],2.601500E-01*pb],
[[[3.750000E+02*GeV,3.571330E+02*GeV],[3.750000E+02*GeV,3.571330E+02*GeV]],2.527700E-01*pb],
[[[3.750000E+02*GeV,3.522000E+02*GeV],[3.750000E+02*GeV,3.522000E+02*GeV]],2.474300E-01*pb],
[[[3.750000E+02*GeV,3.472670E+02*GeV],[3.750000E+02*GeV,3.472670E+02*GeV]],2.548000E-01*pb],
[[[3.750000E+02*GeV,3.423330E+02*GeV],[3.750000E+02*GeV,3.423330E+02*GeV]],2.623300E-01*pb],
[[[3.750000E+02*GeV,3.374000E+02*GeV],[3.750000E+02*GeV,3.374000E+02*GeV]],2.787900E-01*pb],
[[[3.750000E+02*GeV,3.324670E+02*GeV],[3.750000E+02*GeV,3.324670E+02*GeV]],2.892100E-01*pb],
[[[3.750000E+02*GeV,3.275330E+02*GeV],[3.750000E+02*GeV,3.275330E+02*GeV]],3.069000E-01*pb],
[[[3.750000E+02*GeV,3.226000E+02*GeV],[3.750000E+02*GeV,3.226000E+02*GeV]],3.274400E-01*pb],
[[[3.750000E+02*GeV,3.176670E+02*GeV],[3.750000E+02*GeV,3.176670E+02*GeV]],3.583000E-01*pb],
[[[3.750000E+02*GeV,3.127330E+02*GeV],[3.750000E+02*GeV,3.127330E+02*GeV]],3.902500E-01*pb],
[[[3.750000E+02*GeV,3.078000E+02*GeV],[3.750000E+02*GeV,3.078000E+02*GeV]],4.297800E-01*pb],
[[[3.750000E+02*GeV,3.028670E+02*GeV],[3.750000E+02*GeV,3.028670E+02*GeV]],4.703800E-01*pb],
[[[3.750000E+02*GeV,2.979330E+02*GeV],[3.750000E+02*GeV,2.979330E+02*GeV]],5.258900E-01*pb],
[[[3.875000E+02*GeV,3.875000E+02*GeV],[3.875000E+02*GeV,3.875000E+02*GeV]],2.510400E-01*pb],
[[[3.875000E+02*GeV,3.745670E+02*GeV],[3.875000E+02*GeV,3.745670E+02*GeV]],2.510400E-01*pb],
[[[3.875000E+02*GeV,3.696330E+02*GeV],[3.875000E+02*GeV,3.696330E+02*GeV]],2.437200E-01*pb],
[[[3.875000E+02*GeV,3.647000E+02*GeV],[3.875000E+02*GeV,3.647000E+02*GeV]],2.368100E-01*pb],
[[[3.875000E+02*GeV,3.597670E+02*GeV],[3.875000E+02*GeV,3.597670E+02*GeV]],2.407200E-01*pb],
[[[3.875000E+02*GeV,3.548330E+02*GeV],[3.875000E+02*GeV,3.548330E+02*GeV]],2.482300E-01*pb],
[[[3.875000E+02*GeV,3.499000E+02*GeV],[3.875000E+02*GeV,3.499000E+02*GeV]],2.588100E-01*pb],
[[[3.875000E+02*GeV,3.449670E+02*GeV],[3.875000E+02*GeV,3.449670E+02*GeV]],2.691800E-01*pb],
[[[3.875000E+02*GeV,3.400330E+02*GeV],[3.875000E+02*GeV,3.400330E+02*GeV]],2.853000E-01*pb],
[[[3.875000E+02*GeV,3.351000E+02*GeV],[3.875000E+02*GeV,3.351000E+02*GeV]],3.029900E-01*pb],
[[[3.875000E+02*GeV,3.301670E+02*GeV],[3.875000E+02*GeV,3.301670E+02*GeV]],3.312100E-01*pb],
[[[3.875000E+02*GeV,3.252330E+02*GeV],[3.875000E+02*GeV,3.252330E+02*GeV]],3.621600E-01*pb],
[[[3.875000E+02*GeV,3.203000E+02*GeV],[3.875000E+02*GeV,3.203000E+02*GeV]],3.964000E-01*pb],
[[[3.875000E+02*GeV,3.153670E+02*GeV],[3.875000E+02*GeV,3.153670E+02*GeV]],4.362000E-01*pb],
[[[3.875000E+02*GeV,3.104330E+02*GeV],[3.875000E+02*GeV,3.104330E+02*GeV]],4.796500E-01*pb],
[[[4.000000E+02*GeV,4.000000E+02*GeV],[4.000000E+02*GeV,4.000000E+02*GeV]],2.434900E-01*pb],
[[[4.000000E+02*GeV,3.870670E+02*GeV],[4.000000E+02*GeV,3.870670E+02*GeV]],2.434900E-01*pb],
[[[4.000000E+02*GeV,3.821330E+02*GeV],[4.000000E+02*GeV,3.821330E+02*GeV]],2.362400E-01*pb],
[[[4.000000E+02*GeV,3.772000E+02*GeV],[4.000000E+02*GeV,3.772000E+02*GeV]],2.293900E-01*pb],
[[[4.000000E+02*GeV,3.722670E+02*GeV],[4.000000E+02*GeV,3.722670E+02*GeV]],2.288700E-01*pb],
[[[4.000000E+02*GeV,3.673330E+02*GeV],[4.000000E+02*GeV,3.673330E+02*GeV]],2.328100E-01*pb],
[[[4.000000E+02*GeV,3.624000E+02*GeV],[4.000000E+02*GeV,3.624000E+02*GeV]],2.436900E-01*pb],
[[[4.000000E+02*GeV,3.574670E+02*GeV],[4.000000E+02*GeV,3.574670E+02*GeV]],2.543300E-01*pb],
[[[4.000000E+02*GeV,3.525330E+02*GeV],[4.000000E+02*GeV,3.525330E+02*GeV]],2.688300E-01*pb],
[[[4.000000E+02*GeV,3.476000E+02*GeV],[4.000000E+02*GeV,3.476000E+02*GeV]],2.849000E-01*pb],
[[[4.000000E+02*GeV,3.426670E+02*GeV],[4.000000E+02*GeV,3.426670E+02*GeV]],3.106900E-01*pb],
[[[4.000000E+02*GeV,3.377330E+02*GeV],[4.000000E+02*GeV,3.377330E+02*GeV]],3.389400E-01*pb],
[[[4.000000E+02*GeV,3.328000E+02*GeV],[4.000000E+02*GeV,3.328000E+02*GeV]],3.685200E-01*pb],
[[[4.000000E+02*GeV,3.278670E+02*GeV],[4.000000E+02*GeV,3.278670E+02*GeV]],4.025600E-01*pb],
[[[4.000000E+02*GeV,3.229330E+02*GeV],[4.000000E+02*GeV,3.229330E+02*GeV]],4.409800E-01*pb],
[[[4.125000E+02*GeV,4.125000E+02*GeV],[4.125000E+02*GeV,4.125000E+02*GeV]],2.346100E-01*pb],
[[[4.125000E+02*GeV,3.995670E+02*GeV],[4.125000E+02*GeV,3.995670E+02*GeV]],2.346100E-01*pb],
[[[4.125000E+02*GeV,3.946330E+02*GeV],[4.125000E+02*GeV,3.946330E+02*GeV]],2.269900E-01*pb],
[[[4.125000E+02*GeV,3.897000E+02*GeV],[4.125000E+02*GeV,3.897000E+02*GeV]],2.201300E-01*pb],
[[[4.125000E+02*GeV,3.847670E+02*GeV],[4.125000E+02*GeV,3.847670E+02*GeV]],2.191800E-01*pb],
[[[4.125000E+02*GeV,3.798330E+02*GeV],[4.125000E+02*GeV,3.798330E+02*GeV]],2.190800E-01*pb],
[[[4.125000E+02*GeV,3.749000E+02*GeV],[4.125000E+02*GeV,3.749000E+02*GeV]],2.293800E-01*pb],
[[[4.125000E+02*GeV,3.699670E+02*GeV],[4.125000E+02*GeV,3.699670E+02*GeV]],2.403100E-01*pb],
[[[4.125000E+02*GeV,3.650330E+02*GeV],[4.125000E+02*GeV,3.650330E+02*GeV]],2.549800E-01*pb],
[[[4.125000E+02*GeV,3.601000E+02*GeV],[4.125000E+02*GeV,3.601000E+02*GeV]],2.694800E-01*pb],
[[[4.125000E+02*GeV,3.551670E+02*GeV],[4.125000E+02*GeV,3.551670E+02*GeV]],2.928100E-01*pb],
[[[4.125000E+02*GeV,3.502330E+02*GeV],[4.125000E+02*GeV,3.502330E+02*GeV]],3.187100E-01*pb],
[[[4.125000E+02*GeV,3.453000E+02*GeV],[4.125000E+02*GeV,3.453000E+02*GeV]],3.406400E-01*pb],
[[[4.125000E+02*GeV,3.403670E+02*GeV],[4.125000E+02*GeV,3.403670E+02*GeV]],3.701600E-01*pb],
[[[4.125000E+02*GeV,3.354330E+02*GeV],[4.125000E+02*GeV,3.354330E+02*GeV]],4.099000E-01*pb],
[[[4.250000E+02*GeV,4.250000E+02*GeV],[4.250000E+02*GeV,4.250000E+02*GeV]],2.245700E-01*pb],
[[[4.250000E+02*GeV,4.120670E+02*GeV],[4.250000E+02*GeV,4.120670E+02*GeV]],2.245700E-01*pb],
[[[4.250000E+02*GeV,4.071330E+02*GeV],[4.250000E+02*GeV,4.071330E+02*GeV]],2.164100E-01*pb],
[[[4.250000E+02*GeV,4.022000E+02*GeV],[4.250000E+02*GeV,4.022000E+02*GeV]],2.091600E-01*pb],
[[[4.250000E+02*GeV,3.972670E+02*GeV],[4.250000E+02*GeV,3.972670E+02*GeV]],2.076800E-01*pb],
[[[4.250000E+02*GeV,3.923330E+02*GeV],[4.250000E+02*GeV,3.923330E+02*GeV]],2.071300E-01*pb],
[[[4.250000E+02*GeV,3.874000E+02*GeV],[4.250000E+02*GeV,3.874000E+02*GeV]],2.167800E-01*pb],
[[[4.250000E+02*GeV,3.824670E+02*GeV],[4.250000E+02*GeV,3.824670E+02*GeV]],2.271200E-01*pb],
[[[4.250000E+02*GeV,3.775330E+02*GeV],[4.250000E+02*GeV,3.775330E+02*GeV]],2.419600E-01*pb],
[[[4.250000E+02*GeV,3.726000E+02*GeV],[4.250000E+02*GeV,3.726000E+02*GeV]],2.566300E-01*pb],
[[[4.250000E+02*GeV,3.676670E+02*GeV],[4.250000E+02*GeV,3.676670E+02*GeV]],2.776800E-01*pb],
[[[4.250000E+02*GeV,3.627330E+02*GeV],[4.250000E+02*GeV,3.627330E+02*GeV]],3.010400E-01*pb],
[[[4.250000E+02*GeV,3.578000E+02*GeV],[4.250000E+02*GeV,3.578000E+02*GeV]],3.163300E-01*pb],
[[[4.250000E+02*GeV,3.528670E+02*GeV],[4.250000E+02*GeV,3.528670E+02*GeV]],3.376200E-01*pb],
[[[4.250000E+02*GeV,3.479330E+02*GeV],[4.250000E+02*GeV,3.479330E+02*GeV]],3.790400E-01*pb],
[[[4.375000E+02*GeV,4.375000E+02*GeV],[4.375000E+02*GeV,4.375000E+02*GeV]],2.154200E-01*pb],
[[[4.375000E+02*GeV,4.245670E+02*GeV],[4.375000E+02*GeV,4.245670E+02*GeV]],2.154200E-01*pb],
[[[4.375000E+02*GeV,4.196330E+02*GeV],[4.375000E+02*GeV,4.196330E+02*GeV]],2.072600E-01*pb],
[[[4.375000E+02*GeV,4.147000E+02*GeV],[4.375000E+02*GeV,4.147000E+02*GeV]],1.998900E-01*pb],
[[[4.375000E+02*GeV,4.097670E+02*GeV],[4.375000E+02*GeV,4.097670E+02*GeV]],1.984000E-01*pb],
[[[4.375000E+02*GeV,4.048330E+02*GeV],[4.375000E+02*GeV,4.048330E+02*GeV]],1.955500E-01*pb],
[[[4.375000E+02*GeV,3.999000E+02*GeV],[4.375000E+02*GeV,3.999000E+02*GeV]],2.051900E-01*pb],
[[[4.375000E+02*GeV,3.949670E+02*GeV],[4.375000E+02*GeV,3.949670E+02*GeV]],2.142900E-01*pb],
[[[4.375000E+02*GeV,3.900330E+02*GeV],[4.375000E+02*GeV,3.900330E+02*GeV]],2.266900E-01*pb],
[[[4.375000E+02*GeV,3.851000E+02*GeV],[4.375000E+02*GeV,3.851000E+02*GeV]],2.415300E-01*pb],
[[[4.375000E+02*GeV,3.801670E+02*GeV],[4.375000E+02*GeV,3.801670E+02*GeV]],2.625900E-01*pb],
[[[4.375000E+02*GeV,3.752330E+02*GeV],[4.375000E+02*GeV,3.752330E+02*GeV]],2.798600E-01*pb],
[[[4.375000E+02*GeV,3.703000E+02*GeV],[4.375000E+02*GeV,3.703000E+02*GeV]],2.946200E-01*pb],
[[[4.375000E+02*GeV,3.653670E+02*GeV],[4.375000E+02*GeV,3.653670E+02*GeV]],3.113900E-01*pb],
[[[4.375000E+02*GeV,3.604330E+02*GeV],[4.375000E+02*GeV,3.604330E+02*GeV]],3.521300E-01*pb],
[[[4.500000E+02*GeV,4.500000E+02*GeV],[4.500000E+02*GeV,4.500000E+02*GeV]],2.071500E-01*pb],
[[[4.500000E+02*GeV,4.370670E+02*GeV],[4.500000E+02*GeV,4.370670E+02*GeV]],2.071500E-01*pb],
[[[4.500000E+02*GeV,4.321330E+02*GeV],[4.500000E+02*GeV,4.321330E+02*GeV]],1.993900E-01*pb],
[[[4.500000E+02*GeV,4.272000E+02*GeV],[4.500000E+02*GeV,4.272000E+02*GeV]],1.923000E-01*pb],
[[[4.500000E+02*GeV,4.222670E+02*GeV],[4.500000E+02*GeV,4.222670E+02*GeV]],1.888000E-01*pb],
[[[4.500000E+02*GeV,4.173330E+02*GeV],[4.500000E+02*GeV,4.173330E+02*GeV]],1.843200E-01*pb],
[[[4.500000E+02*GeV,4.124000E+02*GeV],[4.500000E+02*GeV,4.124000E+02*GeV]],1.933800E-01*pb],
[[[4.500000E+02*GeV,4.074670E+02*GeV],[4.500000E+02*GeV,4.074670E+02*GeV]],2.019600E-01*pb],
[[[4.500000E+02*GeV,4.025330E+02*GeV],[4.500000E+02*GeV,4.025330E+02*GeV]],2.118500E-01*pb],
[[[4.500000E+02*GeV,3.976000E+02*GeV],[4.500000E+02*GeV,3.976000E+02*GeV]],2.241800E-01*pb],
[[[4.500000E+02*GeV,3.926670E+02*GeV],[4.500000E+02*GeV,3.926670E+02*GeV]],2.412600E-01*pb],
[[[4.500000E+02*GeV,3.877330E+02*GeV],[4.500000E+02*GeV,3.877330E+02*GeV]],2.540900E-01*pb],
[[[4.500000E+02*GeV,3.828000E+02*GeV],[4.500000E+02*GeV,3.828000E+02*GeV]],2.708500E-01*pb],
[[[4.500000E+02*GeV,3.778670E+02*GeV],[4.500000E+02*GeV,3.778670E+02*GeV]],2.901000E-01*pb],
[[[4.500000E+02*GeV,3.729330E+02*GeV],[4.500000E+02*GeV,3.729330E+02*GeV]],3.294500E-01*pb],
[[[4.625000E+02*GeV,4.625000E+02*GeV],[4.625000E+02*GeV,4.625000E+02*GeV]],2.003200E-01*pb],
[[[4.625000E+02*GeV,4.495670E+02*GeV],[4.625000E+02*GeV,4.495670E+02*GeV]],2.003200E-01*pb],
[[[4.625000E+02*GeV,4.446330E+02*GeV],[4.625000E+02*GeV,4.446330E+02*GeV]],1.928400E-01*pb],
[[[4.625000E+02*GeV,4.397000E+02*GeV],[4.625000E+02*GeV,4.397000E+02*GeV]],1.839100E-01*pb],
[[[4.625000E+02*GeV,4.347670E+02*GeV],[4.625000E+02*GeV,4.347670E+02*GeV]],1.788300E-01*pb],
[[[4.625000E+02*GeV,4.298330E+02*GeV],[4.625000E+02*GeV,4.298330E+02*GeV]],1.768700E-01*pb],
[[[4.625000E+02*GeV,4.249000E+02*GeV],[4.625000E+02*GeV,4.249000E+02*GeV]],1.854300E-01*pb],
[[[4.625000E+02*GeV,4.199670E+02*GeV],[4.625000E+02*GeV,4.199670E+02*GeV]],1.914100E-01*pb],
[[[4.625000E+02*GeV,4.150330E+02*GeV],[4.625000E+02*GeV,4.150330E+02*GeV]],1.991500E-01*pb],
[[[4.625000E+02*GeV,4.101000E+02*GeV],[4.625000E+02*GeV,4.101000E+02*GeV]],2.090400E-01*pb],
[[[4.625000E+02*GeV,4.051670E+02*GeV],[4.625000E+02*GeV,4.051670E+02*GeV]],2.218300E-01*pb],
[[[4.625000E+02*GeV,4.002330E+02*GeV],[4.625000E+02*GeV,4.002330E+02*GeV]],2.364100E-01*pb],
[[[4.625000E+02*GeV,3.953000E+02*GeV],[4.625000E+02*GeV,3.953000E+02*GeV]],2.555500E-01*pb],
[[[4.625000E+02*GeV,3.903670E+02*GeV],[4.625000E+02*GeV,3.903670E+02*GeV]],2.719000E-01*pb],
[[[4.625000E+02*GeV,3.854330E+02*GeV],[4.625000E+02*GeV,3.854330E+02*GeV]],3.091500E-01*pb],
[[[4.750000E+02*GeV,4.750000E+02*GeV],[4.750000E+02*GeV,4.750000E+02*GeV]],1.948000E-01*pb],
[[[4.750000E+02*GeV,4.620670E+02*GeV],[4.750000E+02*GeV,4.620670E+02*GeV]],1.948000E-01*pb],
[[[4.750000E+02*GeV,4.571330E+02*GeV],[4.750000E+02*GeV,4.571330E+02*GeV]],1.854600E-01*pb],
[[[4.750000E+02*GeV,4.522000E+02*GeV],[4.750000E+02*GeV,4.522000E+02*GeV]],1.751800E-01*pb],
[[[4.750000E+02*GeV,4.472670E+02*GeV],[4.750000E+02*GeV,4.472670E+02*GeV]],1.729500E-01*pb],
[[[4.750000E+02*GeV,4.423330E+02*GeV],[4.750000E+02*GeV,4.423330E+02*GeV]],1.732900E-01*pb],
[[[4.750000E+02*GeV,4.374000E+02*GeV],[4.750000E+02*GeV,4.374000E+02*GeV]],1.791800E-01*pb],
[[[4.750000E+02*GeV,4.324670E+02*GeV],[4.750000E+02*GeV,4.324670E+02*GeV]],1.827600E-01*pb],
[[[4.750000E+02*GeV,4.275330E+02*GeV],[4.750000E+02*GeV,4.275330E+02*GeV]],1.882800E-01*pb],
[[[4.750000E+02*GeV,4.226000E+02*GeV],[4.750000E+02*GeV,4.226000E+02*GeV]],1.959600E-01*pb],
[[[4.750000E+02*GeV,4.176670E+02*GeV],[4.750000E+02*GeV,4.176670E+02*GeV]],2.105500E-01*pb],
[[[4.750000E+02*GeV,4.127330E+02*GeV],[4.750000E+02*GeV,4.127330E+02*GeV]],2.271200E-01*pb],
[[[4.750000E+02*GeV,4.078000E+02*GeV],[4.750000E+02*GeV,4.078000E+02*GeV]],2.432600E-01*pb],
